#OG_name	Apoc_proteins.faa	Nvec_proteins.faa	Ahya_proteins.faa
OG_6495	2	1	2
OG_6496	8	1	3
OG_6497	3	1	2
OG_6498	5	0	1
OG_6499	2	1	1
OG_6500	2	1	1
OG_6501	2	0	1
OG_6502	2	2	1
OG_6503	2	1	1
OG_6504	4	2	1
OG_6505	3	1	1
OG_6506	2	4	1
OG_6507	2	3	1
OG_6508	3	2	2
OG_6509	2	13	3
OG_6510	2	3	2
OG_6511	3	5	1
OG_6512	2	1	1
OG_6513	4	7	1
OG_6514	2	3	1
OG_6515	2	1	1
OG_6516	8	4	9
OG_6517	2	1	1
OG_6518	2	3	1
OG_6519	3	9	1
OG_6520	2	2	1
OG_6521	2	1	1
OG_6522	9	1	5
OG_6523	3	11	1
OG_6524	8	20	0
OG_6525	1	2	1
OG_6526	5	2	1
OG_6527	1	1	1
OG_6528	2	0	1
OG_6529	8	2	6
OG_6530	2	0	2
OG_6531	6	3	6
OG_6532	3	3	2
OG_6533	4	3	0
OG_6534	2	3	1
OG_6535	7	8	3
OG_6536	2	2	0
OG_6537	2	2	1
OG_6538	2	0	1
OG_6539	1	4	0
OG_6540	2	0	1
OG_6541	3	2	1
OG_6542	2	1	2
OG_6543	8	5	1
OG_6544	6	0	1
OG_6545	1	1	0
OG_6546	4	1	1
OG_6547	3	0	10
OG_6548	2	1	1
OG_6549	2	0	4
OG_6550	19	7	6
OG_6551	1	2	1
OG_6552	2	1	2
OG_6553	4	1	0
OG_6554	1	0	6
OG_6555	2	1	1
OG_6556	2	1	1
OG_6557	2	2	1
OG_6558	2	1	1
OG_6559	3	0	1
OG_6560	1	1	1
OG_6561	2	6	0
OG_6562	3	2	1
OG_6563	12	13	5
OG_6564	1	2	0
OG_6565	2	1	1
OG_6566	2	0	1
OG_6567	2	1	0
OG_6568	2	1	1
OG_6569	2	1	2
OG_6570	6	0	1
OG_6571	3	0	1
OG_6572	2	3	1
OG_6573	3	0	1
OG_6574	5	2	1
OG_6575	9	1	11
OG_6576	4	1	0
OG_6577	6	1	1
OG_6578	3	8	0
OG_6579	2	1	1
OG_6580	3	1	1
OG_6581	2	1	1
OG_6582	4	1	1
OG_6583	2	1	1
OG_6584	2	0	1
OG_6585	2	3	1
OG_6586	2	1	1
OG_6587	0	1	1
OG_6588	2	1	1
OG_6589	2	4	1
OG_6590	2	1	1
OG_6591	2	1	1
OG_6592	5	5	4
OG_6593	1	1	0
OG_6594	2	1	1
OG_6595	2	5	1
OG_6596	2	1	1
OG_6597	5	2	0
OG_6598	2	2	1
OG_6599	3	2	1
OG_6600	3	0	1
OG_6601	2	1	4
OG_6602	4	1	1
OG_6603	5	2	9
OG_6604	26	11	18
OG_6605	1	2	2
OG_6606	2	1	1
OG_6607	3	9	1
OG_6608	2	2	1
OG_6609	6	5	2
OG_6610	2	1	1
OG_6611	11	4	2
OG_6612	2	0	2
OG_6613	2	1	1
OG_6614	10	10	5
OG_6615	2	2	1
OG_6616	2	2	1
OG_6617	3	1	1
OG_6618	3	3	1
OG_6619	2	1	1
OG_6620	3	1	1
OG_6621	3	1	1
OG_6622	2	1	1
OG_6623	2	1	1
OG_6624	5	8	4
OG_6625	2	16	1
OG_6626	2	1	1
OG_6627	4	1	3
OG_6628	4	0	1
OG_6629	5	4	1
OG_6630	3	1	1
OG_6631	5	4	4
OG_6632	5	1	2
OG_6633	3	1	1
OG_6634	2	1	1
OG_6635	2	3	1
OG_6636	3	3	2
OG_6637	2	4	1
OG_6638	2	1	1
OG_6639	2	2	1
OG_6640	2	1	1
OG_6641	3	1	1
OG_6642	2	2	0
OG_6643	4	1	0
OG_6644	2	1	1
OG_6645	2	1	3
OG_6646	2	1	1
OG_6647	2	2	1
OG_6648	3	19	1
OG_6649	17	3	1
OG_6650	8	4	3
OG_6651	1	0	1
OG_6652	2	1	1
OG_6653	3	3	1
OG_6654	2	1	0
OG_6655	2	2	1
OG_6656	2	2	1
OG_6657	2	1	1
OG_6658	2	2	1
OG_6659	3	2	1
OG_6660	2	1	1
OG_6661	4	1	2
OG_6662	2	6	1
OG_6663	8	1	3
OG_6664	2	1	1
OG_6665	2	1	1
OG_6666	2	2	1
OG_6667	2	1	1
OG_6668	2	16	2
OG_6669	7	3	1
OG_6670	13	2	4
OG_6671	1	0	2
OG_6672	3	1	0
OG_6673	3	2	4
OG_6674	2	3	1
OG_6675	3	1	3
OG_6676	2	9	1
OG_6677	1	1	4
OG_6678	2	1	1
OG_6679	2	2	1
OG_6680	2	4	1
OG_6681	2	1	2
OG_6682	6	6	4
OG_6683	1	0	1
OG_6684	1	1	0
OG_6685	2	1	1
OG_6686	2	2	1
OG_6687	1	1	1
OG_6688	6	2	3
OG_6689	1	0	1
OG_6690	2	1	2
OG_6691	6	6	1
OG_6692	2	3	2
OG_6693	2	1	2
OG_6694	3	3	1
OG_6695	12	2	1
OG_6696	7	1	2
OG_6697	23	5	4
OG_6698	2	2	6
OG_6699	10	3	1
OG_6700	0	3	1
OG_6701	3	1	1
OG_6702	4	1	4
OG_6703	3	2	1
OG_6704	3	2	1
OG_6705	2	4	1
OG_6706	3	1	1
OG_6707	2	3	1
OG_6708	2	1	6
OG_6709	2	3	1
OG_6710	4	1	1
OG_6711	2	1	1
OG_6712	2	4	1
OG_6713	2	2	1
OG_6714	28	8	4
OG_6715	3	1	0
OG_6716	2	2	1
OG_6717	5	1	0
OG_6718	2	1	1
OG_6719	4	1	0
OG_6720	3	2	1
OG_6721	2	0	1
OG_6722	7	1	0
OG_6723	3	0	1
OG_6724	2	0	1
OG_6725	2	3	1
OG_6726	2	2	1
OG_6727	13	1	3
OG_6728	2	1	1
OG_6729	3	4	1
OG_6730	5	5	9
OG_6731	2	1	1
OG_6732	2	1	5
OG_6733	3	1	1
OG_6734	2	1	3
OG_6735	2	1	1
OG_6736	2	6	1
OG_6737	4	1	6
OG_6738	2	1	1
OG_6739	3	1	1
OG_6740	1	0	1
OG_6741	2	3	2
OG_6742	2	1	1
OG_6743	2	1	1
OG_6744	2	1	1
OG_6745	1	1	1
OG_6746	2	1	0
OG_6747	2	2	1
OG_6748	2	1	1
OG_6749	2	1	0
OG_6750	4	1	2
OG_6751	2	1	1
OG_6752	2	2	1
OG_6753	4	1	1
OG_6754	1	1	1
OG_6755	3	2	0
OG_6756	2	2	1
OG_6757	4	1	1
OG_6758	2	1	1
OG_6759	2	2	0
OG_6760	3	4	1
OG_6761	2	1	1
OG_6762	10	9	3
OG_6763	3	0	3
OG_6764	3	10	3
OG_6765	2	2	1
OG_6766	13	2	2
OG_6767	2	1	2
OG_6768	4	1	1
OG_6769	2	2	1
OG_6770	4	1	1
OG_6771	0	1	1
OG_6772	2	1	1
OG_6773	2	1	1
OG_6774	2	3	1
OG_6775	2	3	1
OG_6776	2	2	1
OG_6777	3	3	1
OG_6778	2	1	1
OG_6779	3	6	1
OG_6780	2	3	1
OG_6781	2	0	1
OG_6782	5	1	1
OG_6783	4	2	0
OG_6784	2	3	1
OG_6785	2	1	2
OG_6786	4	1	1
OG_6787	2	3	1
OG_6788	2	1	1
OG_6789	14	5	3
OG_6790	2	2	3
OG_6791	1	6	1
OG_6792	2	1	1
OG_6793	2	3	1
OG_6794	2	3	1
OG_6795	3	2	1
OG_6796	2	1	1
OG_6797	2	0	1
OG_6798	2	1	1
OG_6799	2	1	1
OG_6800	2	1	2
OG_6801	2	1	1
OG_6802	2	0	1
OG_6803	3	2	2
OG_6804	2	1	1
OG_6805	2	1	0
OG_6806	2	5	2
OG_6807	1	1	0
OG_6808	1	1	1
OG_6809	2	1	1
OG_6810	2	1	1
OG_6811	2	1	1
OG_6812	2	1	1
OG_6813	2	1	0
OG_6814	2	1	1
OG_6815	4	4	5
OG_6816	2	2	1
OG_6817	2	2	1
OG_6818	2	1	1
OG_6819	3	5	2
OG_6820	5	0	1
OG_6821	2	4	1
OG_6822	2	0	1
OG_6823	2	1	1
OG_6824	2	2	1
OG_6825	5	0	1
OG_6826	9	1	5
OG_6827	2	3	2
OG_6828	2	1	1
OG_6829	3	1	1
OG_6830	3	1	3
OG_6831	3	5	0
OG_6832	5	0	2
OG_6833	2	3	1
OG_6834	5	4	2
OG_6835	2	2	1
OG_6836	2	1	3
OG_6837	2	2	1
OG_6838	2	0	1
OG_6839	2	5	1
OG_6840	3	1	1
OG_6841	2	1	1
OG_6842	3	3	1
OG_6843	2	0	1
OG_6844	2	0	1
OG_6845	2	3	1
OG_6846	1	3	1
OG_6847	2	1	1
OG_6848	2	4	1
OG_6849	2	1	3
OG_6850	2	1	1
OG_6851	2	1	1
OG_6852	2	3	1
OG_6853	2	1	1
OG_6854	2	1	1
OG_6855	3	1	1
OG_6856	1	1	2
OG_6857	2	4	1
OG_6858	2	1	1
OG_6859	3	1	1
OG_6860	1	0	1
OG_6861	1	2	1
OG_6862	2	3	2
OG_6863	1	1	3
OG_6864	2	1	5
OG_6865	1	0	1
OG_6866	2	1	1
OG_6867	2	1	1
OG_6868	2	1	1
OG_6869	1	6	1
OG_6870	1	1	0
OG_6871	1	1	1
OG_6872	1	1	1
OG_6873	1	1	0
OG_6874	1	1	1
OG_6875	1	1	1
OG_6876	1	1	1
OG_6877	1	2	1
OG_6878	1	2	1
OG_6879	1	0	1
OG_6880	2	1	1
OG_6881	2	0	1
OG_6882	2	1	0
OG_6883	1	3	0
OG_6884	3	1	0
OG_6885	5	3	1
OG_6886	1	1	1
OG_6887	1	3	1
OG_6888	1	1	1
OG_6889	1	6	1
OG_6890	4	5	2
OG_6891	1	1	1
OG_6892	14	10	11
OG_6893	3	5	1
OG_6894	1	2	1
OG_6895	1	1	1
OG_6896	1	4	3
OG_6897	1	3	1
OG_6898	1	1	2
OG_6899	1	1	1
OG_6900	4	2	1
OG_6901	1	1	0
OG_6902	1	2	0
OG_6903	1	6	1
OG_6904	1	1	1
OG_6905	1	1	1
OG_6906	1	2	2
OG_6907	1	1	1
OG_6908	1	2	1
OG_6909	1	1	1
OG_6910	1	2	1
OG_6911	3	2	1
OG_6912	2	1	0
OG_6913	1	1	1
OG_6914	1	1	1
OG_6915	1	1	1
OG_6916	1	0	1
OG_6917	1	0	1
OG_6918	6	1	2
OG_6919	1	1	0
OG_6920	1	2	1
OG_6921	1	1	1
OG_6922	1	2	1
OG_6923	1	1	1
OG_6924	1	0	1
OG_6925	1	0	1
OG_6926	1	1	1
OG_6927	1	1	1
OG_6928	1	1	1
OG_6929	1	1	1
OG_6930	1	1	0
OG_6931	1	2	2
OG_6932	1	4	3
OG_6933	3	5	2
OG_6934	1	1	0
OG_6935	1	1	0
OG_6936	1	1	1
OG_6937	1	1	1
OG_6938	1	0	1
OG_6939	2	1	2
OG_6940	1	1	1
OG_6941	1	2	1
OG_6942	1	1	1
OG_6943	1	1	1
OG_6944	1	3	1
OG_6945	1	1	1
OG_6946	1	1	1
OG_6947	1	1	1
OG_6948	1	1	1
OG_6949	1	1	1
OG_6950	1	1	0
OG_6951	1	1	1
OG_6952	1	1	0
OG_6953	1	1	1
OG_6954	2	1	2
OG_6955	1	3	2
OG_6956	1	2	1
OG_6957	1	1	0
OG_6958	1	3	1
OG_6959	1	1	1
OG_6960	1	1	1
OG_6961	1	5	1
OG_6962	3	1	1
OG_6963	1	1	1
OG_6964	1	1	2
OG_6965	2	0	6
OG_6966	1	3	2
OG_6967	1	0	1
OG_6968	1	0	1
OG_6969	1	1	3
OG_6970	1	4	1
OG_6971	1	3	1
OG_6972	1	1	2
OG_6973	1	0	1
OG_6974	2	5	1
OG_6975	1	1	1
OG_6976	1	1	1
OG_6977	1	1	1
OG_6978	1	1	1
OG_6979	1	2	1
OG_6980	1	0	1
OG_6981	3	0	1
OG_6982	1	1	1
OG_6983	3	2	1
OG_6984	1	0	1
OG_6985	1	1	1
OG_6986	1	1	1
OG_6987	3	2	3
OG_6988	1	11	2
OG_6989	3	1	0
OG_6990	1	1	1
OG_6991	1	2	1
OG_6992	1	1	0
OG_6993	3	1	1
OG_6994	1	5	2
OG_6995	2	1	1
OG_6996	1	1	1
OG_6997	9	1	0
OG_6998	15	1	0
OG_6999	2	7	0
OG_7000	1	1	1
OG_7001	1	1	0
OG_7002	1	1	1
OG_7003	2	14	1
OG_7004	1	1	1
OG_7005	1	4	1
OG_7006	1	2	1
OG_7007	1	0	1
OG_7008	1	2	1
OG_7009	1	1	2
OG_7010	3	0	1
OG_7011	1	2	1
OG_7012	2	1	0
OG_7013	2	1	0
OG_7014	1	1	1
OG_7015	1	0	1
OG_7016	1	1	1
OG_7017	1	4	1
OG_7018	1	3	1
OG_7019	1	1	1
OG_7020	1	0	1
OG_7021	1	5	1
OG_7022	2	0	2
OG_7023	4	1	4
OG_7024	1	4	1
OG_7025	6	2	5
OG_7026	1	2	1
OG_7027	1	1	1
OG_7028	1	1	1
OG_7029	1	1	1
OG_7030	1	1	1
OG_7031	1	1	1
OG_7032	1	3	1
OG_7033	2	1	1
OG_7034	2	1	1
OG_7035	1	0	1
OG_7036	3	5	0
OG_7037	2	6	1
OG_7038	1	2	0
OG_7039	1	2	1
OG_7040	2	2	0
OG_7041	4	1	2
OG_7042	2	1	1
OG_7043	1	1	0
OG_7044	1	1	1
OG_7045	1	2	1
OG_7046	1	1	1
OG_7047	1	1	0
OG_7048	1	4	1
OG_7049	1	8	1
OG_7050	1	1	0
OG_7051	1	5	1
OG_7052	1	1	1
OG_7053	1	1	1
OG_7054	1	3	0
OG_7055	1	2	1
OG_7056	1	9	1
OG_7057	1	1	1
OG_7058	1	1	1
OG_7059	1	2	1
OG_7060	1	2	0
OG_7061	2	2	0
OG_7062	1	2	1
OG_7063	1	1	1
OG_7064	1	1	0
OG_7065	1	0	2
OG_7066	1	1	1
OG_7067	1	1	1
OG_7068	1	1	1
OG_7069	1	1	1
OG_7070	1	1	1
OG_7071	1	6	1
OG_7072	2	2	1
OG_7073	1	1	1
OG_7074	1	2	1
OG_7075	2	1	1
OG_7076	1	3	1
OG_7077	1	1	0
OG_7078	1	1	1
OG_7079	1	1	1
OG_7080	1	1	1
OG_7081	1	1	1
OG_7082	1	0	2
OG_7083	1	1	1
OG_7084	1	1	0
OG_7085	1	2	1
OG_7086	1	1	1
OG_7087	3	2	3
OG_7088	5	12	3
OG_7089	1	1	1
OG_7090	1	1	1
OG_7091	1	3	1
OG_7092	1	0	1
OG_7093	1	1	1
OG_7094	1	1	1
OG_7095	2	2	1
OG_7096	1	0	1
OG_7097	1	2	1
OG_7098	1	2	1
OG_7099	1	1	0
OG_7100	1	1	1
OG_7101	2	1	1
OG_7102	2	1	4
OG_7103	1	1	0
OG_7104	2	2	1
OG_7105	1	1	1
OG_7106	9	7	2
OG_7107	1	2	1
OG_7108	2	5	1
OG_7109	1	1	0
OG_7110	1	2	1
OG_7111	1	1	1
OG_7112	1	4	1
OG_7113	1	0	1
OG_7114	1	2	1
OG_7115	1	2	1
OG_7116	1	1	1
OG_7117	1	1	1
OG_7118	1	1	1
OG_7119	1	1	0
OG_7120	1	1	1
OG_7121	1	0	1
OG_7122	1	1	0
OG_7123	1	1	0
OG_7124	1	1	1
OG_7125	1	1	1
OG_7126	1	1	2
OG_7127	1	1	1
OG_7128	1	3	1
OG_7129	2	2	1
OG_7130	1	1	0
OG_7131	1	3	1
OG_7132	1	2	1
OG_7133	1	1	3
OG_7134	1	1	1
OG_7135	1	0	1
OG_7136	1	1	0
OG_7137	1	1	1
OG_7138	1	2	1
OG_7139	1	1	1
OG_7140	1	2	0
OG_7141	1	2	1
OG_7142	1	3	1
OG_7143	1	1	1
OG_7144	1	1	1
OG_7145	1	1	2
OG_7146	2	1	3
OG_7147	3	0	1
OG_7148	1	1	1
OG_7149	3	1	2
OG_7150	1	1	0
OG_7151	1	1	1
OG_7152	3	2	1
OG_7153	1	1	1
OG_7154	1	1	0
OG_7155	8	2	14
OG_7156	1	0	1
OG_7157	1	0	1
OG_7158	1	1	0
OG_7159	1	5	1
OG_7160	3	1	1
OG_7161	1	5	1
OG_7162	1	6	1
OG_7163	2	5	2
OG_7164	2	0	2
OG_7165	1	3	0
OG_7166	1	2	1
OG_7167	1	1	1
OG_7168	1	2	1
OG_7169	2	1	2
OG_7170	1	4	1
OG_7171	1	1	1
OG_7172	1	4	1
OG_7173	1	0	1
OG_7174	12	1	1
OG_7175	1	5	1
OG_7176	1	4	1
OG_7177	1	1	1
OG_7178	1	1	1
OG_7179	1	3	1
OG_7180	1	4	1
OG_7181	1	2	1
OG_7182	1	2	0
OG_7183	1	1	1
OG_7184	1	1	1
OG_7185	1	7	1
OG_7186	1	0	1
OG_7187	1	1	0
OG_7188	1	5	1
OG_7189	1	5	1
OG_7190	1	1	0
OG_7191	1	1	1
OG_7192	1	1	1
OG_7193	1	1	10
OG_7194	1	1	1
OG_7195	1	3	5
OG_7196	5	4	0
OG_7197	1	3	2
OG_7198	1	3	1
OG_7199	2	1	1
OG_7200	1	1	1
OG_7201	1	6	1
OG_7202	1	5	1
OG_7203	2	3	1
OG_7204	1	1	1
OG_7205	1	1	2
OG_7206	1	1	1
OG_7207	6	4	3
OG_7208	1	0	1
OG_7209	1	0	1
OG_7210	1	0	1
OG_7211	2	1	2
OG_7212	1	1	2
OG_7213	1	2	1
OG_7214	1	2	1
OG_7215	5	2	2
OG_7216	1	0	1
OG_7217	1	0	1
OG_7218	1	0	1
OG_7219	1	1	1
OG_7220	1	2	1
OG_7221	1	0	1
OG_7222	4	2	3
OG_7223	1	1	1
OG_7224	1	1	1
OG_7225	0	1	1
OG_7226	1	3	1
OG_7227	1	1	1
OG_7228	3	2	1
OG_7229	1	1	1
OG_7230	1	0	1
OG_7231	1	1	1
OG_7232	1	0	1
OG_7233	1	0	1
OG_7234	1	1	0
OG_7235	3	5	2
OG_7236	1	4	1
OG_7237	1	1	1
OG_7238	1	0	2
OG_7239	1	2	1
OG_7240	2	1	1
OG_7241	1	0	1
OG_7242	1	1	1
OG_7243	2	1	1
OG_7244	1	1	1
OG_7245	1	2	2
OG_7246	1	1	0
OG_7247	1	5	1
OG_7248	1	1	0
OG_7249	1	1	1
OG_7250	1	1	1
OG_7251	1	0	1
OG_7252	7	2	0
OG_7253	1	1	1
OG_7254	1	2	1
OG_7255	1	1	1
OG_7256	4	0	1
OG_7257	1	3	1
OG_7258	1	4	1
OG_7259	1	1	2
OG_7260	1	1	1
OG_7261	1	2	4
OG_7262	1	3	1
OG_7263	1	1	2
OG_7264	2	2	2
OG_7265	1	1	1
OG_7266	2	1	5
OG_7267	1	4	2
OG_7268	1	1	1
OG_7269	1	1	1
OG_7270	1	1	1
OG_7271	4	1	0
OG_7272	1	0	2
OG_7273	1	1	1
OG_7274	1	6	1
OG_7275	1	1	0
OG_7276	1	1	0
OG_7277	1	6	1
OG_7278	7	0	1
OG_7279	1	1	0
OG_7280	1	1	1
OG_7281	1	2	1
OG_7282	1	1	1
OG_7283	1	2	1
OG_7284	1	1	1
OG_7285	1	1	1
OG_7286	1	1	1
OG_7287	1	2	1
OG_7288	2	1	1
OG_7289	1	2	1
OG_7290	2	1	0
OG_7291	2	0	1
OG_7292	1	1	2
OG_7293	1	1	1
OG_7294	1	3	1
OG_7295	1	0	1
OG_7296	1	6	0
OG_7297	1	0	1
OG_7298	1	0	1
OG_7299	3	1	1
OG_7300	1	3	1
OG_7301	1	2	1
OG_7302	1	2	1
OG_7303	1	1	0
OG_7304	1	1	1
OG_7305	1	1	1
OG_7306	1	2	1
OG_7307	1	1	1
OG_7308	1	1	1
OG_7309	1	1	1
OG_7310	1	2	2
OG_7311	1	8	1
OG_7312	1	1	1
OG_7313	2	1	1
OG_7314	1	3	0
OG_7315	1	2	1
OG_7316	1	2	1
OG_7317	1	4	1
OG_7318	2	3	0
OG_7319	1	4	1
OG_7320	3	4	2
OG_7321	1	2	1
OG_7322	1	1	5
OG_7323	1	1	5
OG_7324	1	2	1
OG_7325	1	2	2
OG_7326	1	1	1
OG_7327	2	4	2
OG_7328	2	1	1
OG_7329	1	1	1
OG_7330	1	1	1
OG_7331	1	1	1
OG_7332	1	1	1
OG_7333	1	1	1
OG_7334	1	1	0
OG_7335	1	1	1
OG_7336	1	1	1
OG_7337	1	1	0
OG_7338	1	1	1
OG_7339	1	0	1
OG_7340	2	1	1
OG_7341	1	0	2
OG_7342	1	1	1
OG_7343	1	3	1
OG_7344	1	1	1
OG_7345	1	4	1
OG_7346	1	2	1
OG_7347	1	1	0
OG_7348	1	0	2
OG_7349	1	1	0
OG_7350	1	1	1
OG_7351	1	1	1
OG_7352	1	0	1
OG_7353	1	0	1
OG_7354	1	3	1
OG_7355	2	1	2
OG_7356	1	1	0
OG_7357	1	9	1
OG_7358	1	1	1
OG_7359	1	0	3
OG_7360	1	1	1
OG_7361	1	1	1
OG_7362	1	1	1
OG_7363	1	1	1
OG_7364	1	1	1
OG_7365	1	1	1
OG_7366	1	1	0
OG_7367	1	1	1
OG_7368	2	1	0
OG_7369	1	6	1
OG_7370	2	1	1
OG_7371	1	1	1
OG_7372	2	6	2
OG_7373	1	2	1
OG_7374	1	1	1
OG_7375	1	1	1
OG_7376	2	1	1
OG_7377	2	1	0
OG_7378	3	5	3
OG_7379	5	0	5
OG_7380	1	1	1
OG_7381	1	4	1
OG_7382	2	0	1
OG_7383	1	1	1
OG_7384	1	2	1
OG_7385	2	1	1
OG_7386	1	2	1
OG_7387	3	0	3
OG_7388	10	6	3
OG_7389	1	4	3
OG_7390	1	1	1
OG_7391	1	2	1
OG_7392	1	1	1
OG_7393	1	3	1
OG_7394	1	2	1
OG_7395	1	1	1
OG_7396	1	1	1
OG_7397	1	4	0
OG_7398	2	1	3
OG_7399	1	2	0
OG_7400	1	1	1
OG_7401	1	1	1
OG_7402	4	2	3
OG_7403	12	3	4
OG_7404	3	6	3
OG_7405	1	1	1
OG_7406	7	8	2
OG_7407	1	1	1
OG_7408	1	1	1
OG_7409	1	1	1
OG_7410	1	1	1
OG_7411	1	1	1
OG_7412	1	1	1
OG_7413	1	1	1
OG_7414	3	0	1
OG_7415	1	1	1
OG_7416	1	1	1
OG_7417	1	5	1
OG_7418	1	2	1
OG_7419	1	0	1
OG_7420	3	1	0
OG_7421	10	2	3
OG_7422	9	14	13
OG_7423	1	0	1
OG_7424	1	1	1
OG_7425	1	2	0
OG_7426	1	0	1
OG_7427	1	1	1
OG_7428	3	4	1
OG_7429	6	1	8
OG_7430	2	2	1
OG_7431	1	2	1
OG_7432	1	1	1
OG_7433	1	1	0
OG_7434	1	1	1
OG_7435	1	4	2
OG_7436	1	1	1
OG_7437	1	0	2
OG_7438	2	2	2
OG_7439	2	0	1
OG_7440	1	2	1
OG_7441	1	1	0
OG_7442	1	1	0
OG_7443	3	1	1
OG_7444	1	2	1
OG_7445	3	1	2
OG_7446	1	0	1
OG_7447	1	1	1
OG_7448	1	1	1
OG_7449	2	1	1
OG_7450	1	1	1
OG_7451	5	0	1
OG_7452	1	4	1
OG_7453	1	6	2
OG_7454	1	3	1
OG_7455	2	1	1
OG_7456	4	2	2
OG_7457	1	3	1
OG_7458	1	3	1
OG_7459	1	0	2
OG_7460	1	4	1
OG_7461	1	3	3
OG_7462	2	1	1
OG_7463	1	2	1
OG_7464	1	2	4
OG_7465	1	1	1
OG_7466	1	1	1
OG_7467	1	1	1
OG_7468	1	2	1
OG_7469	1	0	2
OG_7470	1	1	0
OG_7471	1	1	1
OG_7472	1	1	1
OG_7473	1	5	2
OG_7474	1	1	1
OG_7475	1	1	1
OG_7476	1	1	1
OG_7477	1	1	1
OG_7478	1	0	1
OG_7479	2	0	1
OG_7480	8	1	0
OG_7481	1	2	0
OG_7482	1	1	1
OG_7483	1	3	1
OG_7484	1	2	1
OG_7485	1	1	1
OG_7486	1	1	1
OG_7487	1	1	1
OG_7488	3	3	1
OG_7489	1	1	0
OG_7490	1	0	1
OG_7491	1	1	1
OG_7492	1	1	1
OG_7493	1	2	1
OG_7494	1	3	1
OG_7495	1	1	1
OG_7496	1	1	1
OG_7497	1	0	1
OG_7498	3	2	1
OG_7499	1	1	2
OG_7500	1	1	0
OG_7501	1	1	1
OG_7502	3	2	1
OG_7503	1	0	2
OG_7504	1	5	1
OG_7505	1	1	1
OG_7506	1	1	1
OG_7507	1	1	3
OG_7508	1	1	1
OG_7509	8	12	2
OG_7510	1	2	1
OG_7511	6	1	4
OG_7512	2	1	0
OG_7513	1	0	1
OG_7514	1	0	1
OG_7515	1	1	1
OG_7516	1	1	1
OG_7517	1	2	0
OG_7518	2	1	0
OG_7519	1	1	1
OG_7520	1	3	1
OG_7521	1	1	1
OG_7522	1	1	1
OG_7523	1	3	1
OG_7524	1	1	1
OG_7525	1	3	1
OG_7526	1	2	1
OG_7527	0	1	1
OG_7528	1	3	1
OG_7529	1	1	1
OG_7530	1	1	0
OG_7531	1	1	0
OG_7532	1	1	1
OG_7533	1	2	1
OG_7534	5	5	1
OG_7535	1	1	2
OG_7536	1	2	1
OG_7537	4	6	0
OG_7538	1	1	1
OG_7539	3	1	1
OG_7540	1	6	1
OG_7541	1	1	0
OG_7542	1	1	1
OG_7543	1	1	1
OG_7544	1	0	1
OG_7545	2	0	2
OG_7546	1	1	0
OG_7547	1	1	1
OG_7548	1	1	1
OG_7549	1	2	1
OG_7550	2	1	0
OG_7551	1	1	0
OG_7552	1	1	2
OG_7553	1	2	1
OG_7554	1	1	1
OG_7555	2	2	1
OG_7556	1	1	1
OG_7557	1	1	1
OG_7558	1	1	1
OG_7559	1	0	1
OG_7560	1	1	1
OG_7561	1	1	0
OG_7562	1	1	1
OG_7563	3	1	3
OG_7564	1	1	1
OG_7565	1	0	1
OG_7566	1	1	0
OG_7567	16	4	8
OG_7568	1	1	1
OG_7569	1	0	1
OG_7570	1	3	0
OG_7571	1	0	2
OG_7572	1	2	1
OG_7573	1	5	1
OG_7574	2	0	1
OG_7575	2	1	1
OG_7576	1	4	1
OG_7577	1	1	1
OG_7578	1	0	1
OG_7579	3	1	2
OG_7580	1	2	0
OG_7581	2	1	1
OG_7582	1	3	1
OG_7583	1	5	1
OG_7584	1	2	1
OG_7585	1	1	2
OG_7586	1	8	1
OG_7587	1	1	1
OG_7588	1	3	1
OG_7589	1	1	3
OG_7590	1	1	1
OG_7591	1	1	1
OG_7592	2	1	1
OG_7593	1	0	1
OG_7594	1	0	1
OG_7595	4	1	1
OG_7596	1	1	0
OG_7597	1	1	0
OG_7598	1	1	0
OG_7599	1	2	1
OG_7600	1	4	1
OG_7601	1	3	1
OG_7602	1	1	1
OG_7603	1	3	1
OG_7604	1	1	1
OG_7605	1	1	1
OG_7606	1	1	2
OG_7607	1	0	1
OG_7608	11	1	11
OG_7609	1	1	1
OG_7610	1	0	1
OG_7611	1	1	0
OG_7612	1	1	0
OG_7613	1	2	1
OG_7614	1	2	1
OG_7615	1	1	1
OG_7616	1	1	1
OG_7617	1	1	0
OG_7618	9	8	4
OG_7619	1	3	1
OG_7620	1	0	1
OG_7621	1	1	0
OG_7622	1	1	1
OG_7623	1	1	1
OG_7624	1	2	1
OG_7625	1	5	1
OG_7626	1	1	0
OG_7627	3	8	1
OG_7628	10	3	1
OG_7629	1	1	1
OG_7630	1	1	2
OG_7631	1	1	0
OG_7632	1	3	1
OG_7633	1	0	1
OG_7634	1	3	2
OG_7635	1	1	1
OG_7636	1	1	2
OG_7637	1	1	1
OG_7638	1	1	1
OG_7639	2	0	1
OG_7640	2	1	1
OG_7641	1	1	0
OG_7642	1	5	1
OG_7643	1	2	2
OG_7644	2	1	0
OG_7645	1	1	1
OG_7646	1	1	1
OG_7647	1	1	1
OG_7648	1	1	0
OG_7649	1	1	1
OG_7650	1	2	1
OG_7651	1	1	1
OG_7652	1	1	1
OG_7653	1	2	1
OG_7654	1	0	1
OG_7655	1	1	0
OG_7656	1	1	1
OG_7657	1	1	1
