"","species","GO.ID","Term","Fisher","Significant","ontology","Protein","Protein_abbrv"
"909","Apoc","GO:0051959","dynein light intermediate chain binding",0.00628,3,"Molecular Functions","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"910","Apoc","GO:0051959","dynein light intermediate chain binding",0.00628,3,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"911","Apoc","GO:0051959","dynein light intermediate chain binding",0.00628,3,"Molecular Functions","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2)","Dnah2 Dnahc2"
"912","Apoc","GO:0004832","valine-tRNA ligase activity",0.00799,1,"Molecular Functions","Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)","Vars1 Vars Vars2"
"913","Apoc","GO:0015317","phosphate:proton symporter activity",0.00799,1,"Molecular Functions","Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)","Slc25a3"
"914","Apoc","GO:1990259","histone H2AQ104 methyltransferase activity",0.00799,1,"Molecular Functions","rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)","Fib CG9888"
"915","Apoc","GO:0003877","ATP:ADP adenylyltransferase activity",0.00799,1,"Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"916","Apoc","GO:0004821","histidine-tRNA ligase activity",0.00799,1,"Molecular Functions","Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)","HARS1 HARS"
"917","Apoc","GO:0004824","lysine-tRNA ligase activity",0.00799,1,"Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"918","Apoc","GO:0008266","poly(U) RNA binding",0.00992,2,"Molecular Functions","28 kDa ribonucleoprotein, chloroplastic (28RNP)",""
"919","Apoc","GO:0008266","poly(U) RNA binding",0.00992,2,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"920","Apoc","GO:0000036","acyl carrier activity",0.01591,1,"Molecular Functions","Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)","Ndufab1"
"921","Apoc","GO:0004345","glucose-6-phosphate dehydrogenase activity",0.01591,1,"Molecular Functions","Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.-.-.-) (EC 1.1.1.49)","G6PD"
"922","Apoc","GO:0072570","ADP-D-ribose binding",0.01591,1,"Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"923","Apoc","GO:0045505","dynein intermediate chain binding",0.02464,3,"Molecular Functions","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"924","Apoc","GO:0045505","dynein intermediate chain binding",0.02464,3,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"925","Apoc","GO:0045505","dynein intermediate chain binding",0.02464,3,"Molecular Functions","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2)","Dnah2 Dnahc2"
"926","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"927","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"928","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"929","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"930","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"931","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"932","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"933","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","POL ORF3"
"934","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"935","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"936","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"937","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","DNA excision repair protein ERCC-5 homolog (EC 3.1.-.-) (DNA repair protein complementing XP-G cells homolog) (Xeroderma pigmentosum group G-complementing protein homolog)","ercc5 xpg xpgc"
"938","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"939","Apoc","GO:0004519","endonuclease activity",0.03493,14,"Molecular Functions","Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)","ZC3H12C KIAA1726 MCPIP3"
"940","Apoc","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.03968,4,"Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"941","Apoc","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.03968,4,"Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"942","Apoc","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.03968,4,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"943","Apoc","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.03968,4,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"944","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL36 (60S ribosomal protein L36)","RpL36"
"945","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Eukaryotic translation elongation factor 2 (EC 3.6.5.-) (Elongation factor 2) (EF-2)","eEF2 EF2 Ef2b CG2238"
"946","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)","Vars1 Vars Vars2"
"947","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56"
"948","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein uL18A (60S ribosomal protein L5-A)","rpl5-a"
"949","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)","RPL18A"
"950","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)","Eif3b Eif3s9"
"951","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta)","EIF3B EIF3S9"
"952","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein uS2 (40S ribosomal protein SA)","v1g198553"
"953","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein uS5 (40S ribosomal protein S2)","rps2"
"954","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog) (dQM)","RpL10 Qm CG17521"
"955","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B)","RPL3 OK/SW-cl.32"
"956","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL18 (60S ribosomal protein L18)","RpL18"
"957","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)","rps15a"
"958","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein uS4 (40S ribosomal protein S9)","RpS9 GE21228"
"959","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]","WARS1 IFI53 WARS WRS"
"960","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","S1 RNA-binding domain-containing protein 1","SRBD1"
"961","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein eS7 (40S ribosomal protein S7) (40S ribosomal protein S8)","rps7 rps8"
"962","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1) (Proline-rich Vg1 mRNA-binding protein)","dazap1 prrp"
"963","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"964","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein eS1 (40S ribosomal protein S3a)","v1g242621"
"965","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL31 (60S ribosomal protein L31)","rpl31"
"966","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)","HARS1 HARS"
"967","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)","RPS3"
"968","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"969","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37A)","rpl35b rpl33a rpl3701 SPBC1921.01c SPBC29C10.01c"
"970","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein uL2 (60S ribosomal protein L8)","RpL8 CG1263"
"971","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein eS19 (40S ribosomal protein S19)","RPS19"
"972","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]","RpL40 Ubi-f UBI-F52 CG2960"
"973","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-)","eef1a ef1a"
"974","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein eL19 (60S ribosomal protein L19)","RpL19 M(2)60E CG2746"
"975","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)","RPLP0"
"976","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"977","Apoc","GO:0006412","translation",9.6e-11,34,"Biological Processes","Small ribosomal subunit protein eS8 (40S ribosomal protein S8)","RpS8"
"978","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein eL36 (60S ribosomal protein L36)","RpL36"
"979","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)","Eif3b Eif3s9"
"980","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta)","EIF3B EIF3S9"
"981","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Small ribosomal subunit protein uS2 (40S ribosomal protein SA)","v1g198553"
"982","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog) (dQM)","RpL10 Qm CG17521"
"983","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B)","RPL3 OK/SW-cl.32"
"984","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein eL31 (60S ribosomal protein L31)","rpl31"
"985","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37A)","rpl35b rpl33a rpl3701 SPBC1921.01c SPBC29C10.01c"
"986","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein uL2 (60S ribosomal protein L8)","RpL8 CG1263"
"987","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]","RpL40 Ubi-f UBI-F52 CG2960"
"988","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein eL19 (60S ribosomal protein L19)","RpL19 M(2)60E CG2746"
"989","Apoc","GO:0002181","cytoplasmic translation",7.5e-10,12,"Biological Processes","Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)","RPLP0"
"990","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]","TUBA1D"
"991","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Dynein intermediate chain 2, ciliary",""
"992","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)","Flna Fln Fln1"
"993","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"994","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"995","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","G protein-signaling modulator 2 (Mosaic protein LGN)","GPSM2 LGN"
"996","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP)","vcp"
"997","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"998","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]","TUBA1D"
"999","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"1000","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Centrosomal protein of 192 kDa (Cep192) (Cep192/SPD-2)","CEP192 KIAA1569 PP8407"
"1001","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin beta chain (Beta-tubulin)",""
"1002","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7) (Proteasome subunit alpha-4) (alpha-4)","PSMA7 HSPC"
"1003","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]","Tuba1a Tuba1"
"1004","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Tubulin beta chain (Beta-tubulin)",""
"1005","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)","GSK3B"
"1006","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"1007","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2)","Dnah2 Dnahc2"
"1008","Apoc","GO:0007017","microtubule-based process",2.7e-07,19,"Biological Processes","Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)","ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314"
"1009","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1010","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"1011","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"1012","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"1013","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1014","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1015","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1016","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1017","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"1018","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"1019","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1020","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"1021","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1022","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"1023","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","POL ORF3"
"1024","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"1025","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"1026","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"1027","Apoc","GO:0015074","DNA integration",1.6e-06,22,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
