"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"325","GO:0016230","sphingomyelin phosphodiesterase activator activity",1,1,0.02,0.02295,"Ahyacinthus16722-RA","Molecular Functions","Protein FAN (Factor associated with neutral sphingomyelinase activation) (Factor associated with N-SMase activation)","Nsmaf Fan"
"326","GO:0004938","alpha2-adrenergic receptor activity",1,1,0.02,0.02295,"Ahyacinthus11493-RA","Molecular Functions","D(1) dopamine receptor (Dopamine D1 receptor)",""
"327","GO:0005540","hyaluronic acid binding",27,3,0.62,0.0233,"Ahyacinthus05724-RA","Molecular Functions","Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)","ACAN AGC1"
"328","GO:0005540","hyaluronic acid binding",27,3,0.62,0.0233,"Ahyacinthus12463-RA","Molecular Functions","Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M)","VCAN CSPG2"
"329","GO:0005540","hyaluronic acid binding",27,3,0.62,0.0233,"Ahyacinthus17817-RA","Molecular Functions","Neurocan core protein (Chondroitin sulfate proteoglycan 3)","NCAN CSPG3"
"330","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus03987-RA","Molecular Functions","Ephrin type-B receptor 5 (EC 2.7.10.1) (EPH-like kinase 9) (EK9) (cEK9)","EPHB5 CEK9"
"331","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus03989-RA","Molecular Functions","Fibroblast growth factor receptor 1 (DjFgfr1) (FGFR-1) (EC 2.7.10.1) (DjPTK3)","FGFR1"
"332","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus04009-RA","Molecular Functions","Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)","EPHA7 EHK3 HEK11"
"333","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus04013-RA","Molecular Functions","Ephrin type-B receptor 5 (EC 2.7.10.1) (EPH-like kinase 9) (EK9) (cEK9)","EPHB5 CEK9"
"334","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus04016-RA","Molecular Functions","Ephrin type-B receptor 1 (EC 2.7.10.1)","Ephb1"
"335","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus04018-RA","Molecular Functions","Ephrin type-B receptor 3 (EC 2.7.10.1) (Developmental kinase 5) (mDK-5) (Tyrosine-protein kinase receptor SEK-4)","Ephb3 Etk2 Mdk5 Sek4"
"336","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus05629-RA","Molecular Functions","Tyrosine-protein kinase receptor torso (EC 2.7.10.1)","tor CG1389"
"337","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus10485-RA","Molecular Functions","Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)","Ddr1 Cak Eddr1 Mpk6"
"338","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus16470-RA","Molecular Functions","ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase 2) (alk-2) (Anaplastic lymphoma kinase homolog)","alk"
"339","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus22002-RA","Molecular Functions","Fibroblast growth factor receptor (SpFGFR) (EC 2.7.10.1)","FGFR"
"340","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",103,11,2.36,0.02915,"Ahyacinthus22770-RA","Molecular Functions","Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TIE-2) (CD antigen CD202b)","TEK TIE-2 TIE2"
"341","GO:0097110","scaffold protein binding",51,4,1.17,0.02922,"Ahyacinthus00397-RA","Molecular Functions","Metabotropic glutamate receptor 3 (mGluR3)","Grm3 Gprc1c Mglur3"
"342","GO:0097110","scaffold protein binding",51,4,1.17,0.02922,"Ahyacinthus00398-RA","Molecular Functions","Metabotropic glutamate receptor 3 (mGluR3)","Grm3 Gprc1c Mglur3"
"343","GO:0097110","scaffold protein binding",51,4,1.17,0.02922,"Ahyacinthus10638-RA","Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","LRP4 KIAA0816 LRP10 MEGF7"
"344","GO:0097110","scaffold protein binding",51,4,1.17,0.02922,"Ahyacinthus24443-RA","Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","Lrp4 Megf7"
"345","GO:0005158","insulin receptor binding",12,2,0.28,0.02977,"Ahyacinthus17818-RA","Molecular Functions","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"346","GO:0005158","insulin receptor binding",12,2,0.28,0.02977,"Ahyacinthus17919-RA","Molecular Functions","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"347","GO:0015026","coreceptor activity",30,3,0.69,0.03077,"Ahyacinthus00666-RA","Molecular Functions","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Lrp6"
"348","GO:0015026","coreceptor activity",30,3,0.69,0.03077,"Ahyacinthus10638-RA","Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","LRP4 KIAA0816 LRP10 MEGF7"
"349","GO:0015026","coreceptor activity",30,3,0.69,0.03077,"Ahyacinthus24443-RA","Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","Lrp4 Megf7"
"350","GO:0097493","structural molecule activity conferring elasticity",13,2,0.3,0.03466,"Ahyacinthus20770-RA","Molecular Functions","Neuroblast differentiation-associated protein AHNAK (Desmoyokin)","AHNAK PM227"
"351","GO:0097493","structural molecule activity conferring elasticity",13,2,0.3,0.03466,"Ahyacinthus23864-RA","Molecular Functions","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","TTN"
"352","GO:0008569","minus-end-directed microtubule motor activity",54,4,1.24,0.03508,"Ahyacinthus01426-RA","Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"353","GO:0008569","minus-end-directed microtubule motor activity",54,4,1.24,0.03508,"Ahyacinthus04665-RA","Molecular Functions","Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)","DNAH8"
"354","GO:0008569","minus-end-directed microtubule motor activity",54,4,1.24,0.03508,"Ahyacinthus13967-RA","Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"355","GO:0008569","minus-end-directed microtubule motor activity",54,4,1.24,0.03508,"Ahyacinthus13968-RA","Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"356","GO:0015485","cholesterol binding",32,3,0.73,0.03636,"Ahyacinthus21367-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"357","GO:0015485","cholesterol binding",32,3,0.73,0.03636,"Ahyacinthus21370-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"358","GO:0015485","cholesterol binding",32,3,0.73,0.03636,"Ahyacinthus21371-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"359","GO:0004438","phosphatidylinositol-3-phosphate phosphatase activi...",14,2,0.32,0.03984,"Ahyacinthus14422-RA","Molecular Functions","Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)","pats1 DDB_G0269250"
"360","GO:0004438","phosphatidylinositol-3-phosphate phosphatase activi...",14,2,0.32,0.03984,"Ahyacinthus17327-RA","Molecular Functions","Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)","pats1 DDB_G0269250"
"361","GO:0019902","phosphatase binding",116,4,2.66,0.04275,"Ahyacinthus01348-RA","Molecular Functions","Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)","Ncam1 Ncam"
"362","GO:0019902","phosphatase binding",116,4,2.66,0.04275,"Ahyacinthus16486-RA","Molecular Functions","Centrosomal protein of 192 kDa (Cep192) (Cep192/SPD-2)","CEP192 KIAA1569 PP8407"
"363","GO:0019902","phosphatase binding",116,4,2.66,0.04275,"Ahyacinthus23418-RA","Molecular Functions","Neurabin-1 (Neurabin-I) (Neural tissue-specific F-actin-binding protein I) (PP1bp175) (Protein phosphatase 1 regulatory subunit 9A) (p180)","Ppp1r9a"
"364","GO:0019902","phosphatase binding",116,4,2.66,0.04275,"Ahyacinthus23866-RA","Molecular Functions","Muscle M-line assembly protein unc-89 (Inactive serine/threonine-protein kinase unc-89) (Obscurin) (Uncoordinated protein 89)","unc-89 C09D1.1"
"365","GO:0004500","dopamine beta-monooxygenase activity",15,2,0.34,0.04528,"Ahyacinthus03883-RA","Molecular Functions","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)","Moxd1 Dbhr Mox"
"366","GO:0004500","dopamine beta-monooxygenase activity",15,2,0.34,0.04528,"Ahyacinthus21000-RA","Molecular Functions","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)","Moxd1 Dbhr Mox"
"367","GO:0140825","lactoperoxidase activity",2,1,0.05,0.04538,"Ahyacinthus02986-RA","Molecular Functions","Chorion peroxidase (EC 1.11.1.7) (Peroxinectin-related protein) (Dpxt)","Pxt CG7660"
"368","GO:0000703","oxidized pyrimidine nucleobase lesion DNA N-glycosy...",2,1,0.05,0.04538,"Ahyacinthus18272-RA","Molecular Functions","Endonuclease III-like protein 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)","NTHL1"
"369","GO:0034988","Fc-gamma receptor I complex binding",2,1,0.05,0.04538,"Ahyacinthus08321-RA","Molecular Functions","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)","Flna Fln Fln1"
"370","GO:0004951","cholecystokinin receptor activity",2,1,0.05,0.04538,"Ahyacinthus13989-RA","Molecular Functions","Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)","Cckar"
"371","GO:0050265","RNA uridylyltransferase activity",2,1,0.05,0.04538,"Ahyacinthus17840-RA","Molecular Functions","Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)","TUT4 KIAA0191 ZCCHC11"
"372","GO:0016524","latrotoxin receptor activity",2,1,0.05,0.04538,"Ahyacinthus16249-RA","Molecular Functions","Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1)","ADGRL1 LPHN1"
"373","GO:0120300","peptide lactyltransferase (CoA-dependent) activity",2,1,0.05,0.04538,"Ahyacinthus13055-RA","Molecular Functions","Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein lactyltransferas CREBBP) (EC 2.3.1.-) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","Crebbp Cbp"
"374","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus00025-RA","Molecular Functions","Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C]","CTRB1 CTRB"
"375","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus05097-RA","Molecular Functions","PC3-like endoprotease variant A (EC 3.4.21.-) (SPC3)",""
"376","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus11823-RA","Molecular Functions","CUB and peptidase domain-containing protein 1",""
"377","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus12338-RA","Molecular Functions","Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12)","Prss12 Bssp3"
"378","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus13458-RA","Molecular Functions","CUB and peptidase domain-containing protein 1",""
"379","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus15086-RA","Molecular Functions","CUB and peptidase domain-containing protein 1",""
"380","GO:0004252","serine-type endopeptidase activity",144,7,3.31,0.04823,"Ahyacinthus20724-RA","Molecular Functions","CUB and peptidase domain-containing protein 1",""
"381","GO:0003725","double-stranded RNA binding",60,4,1.38,0.04869,"Ahyacinthus21367-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"382","GO:0003725","double-stranded RNA binding",60,4,1.38,0.04869,"Ahyacinthus21370-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"383","GO:0003725","double-stranded RNA binding",60,4,1.38,0.04869,"Ahyacinthus21371-RA","Molecular Functions","SID1 transmembrane family member 1","SIDT1"
"384","GO:0003725","double-stranded RNA binding",60,4,1.38,0.04869,"Ahyacinthus23668-RA","Molecular Functions","Cyclic GMP-AMP synthase-like receptor 1 (Sp-cGLR1) (Cyclic UMP-AMP synthase cGLR1) (EC 2.7.7.-)","cGLR1 mab21l2 AWC38_SpisGene15409"
"385","GO:0051959","dynein light intermediate chain binding",60,4,1.38,0.04869,"Ahyacinthus01426-RA","Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"386","GO:0051959","dynein light intermediate chain binding",60,4,1.38,0.04869,"Ahyacinthus04665-RA","Molecular Functions","Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)","DNAH8"
"387","GO:0051959","dynein light intermediate chain binding",60,4,1.38,0.04869,"Ahyacinthus13967-RA","Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"388","GO:0051959","dynein light intermediate chain binding",60,4,1.38,0.04869,"Ahyacinthus13968-RA","Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"389","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus00666-RA","Biological Processes","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Lrp6"
"390","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus08952-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
"391","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus08953-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"392","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus10022-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"393","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus10025-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"394","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus10028-RA","Biological Processes","E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR"
"395","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus10823-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"396","GO:2000051","negative regulation of non-canonical Wnt signaling ...",15,8,0.34,3.3e-10,"Ahyacinthus10825-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"397","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus08952-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
"398","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus08953-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"399","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus10022-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"400","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus10025-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"401","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus10028-RA","Biological Processes","E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR"
"402","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus10823-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"403","GO:0120323","lipid ubiquitination",11,7,0.25,8.2e-10,"Ahyacinthus10825-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"404","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus08952-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
"405","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus08953-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"406","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus10022-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"407","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus10025-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"408","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus10028-RA","Biological Processes","E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR"
"409","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus10823-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"410","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus10825-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"411","GO:0140042","lipid droplet formation",17,8,0.38,1.2e-09,"Ahyacinthus21078-RA","Biological Processes","Seipin (Bernardinelli-Seip congenital lipodystrophy type 2 protein homolog)","BSCL2"
"412","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus08321-RA","Biological Processes","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)","Flna Fln Fln1"
"413","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus10219-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"414","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus14815-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"415","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus20036-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"416","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus22609-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"417","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus26171-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"418","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus26174-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"419","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus26179-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"420","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus26181-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"421","GO:0010572","positive regulation of platelet activation",33,10,0.74,1.6e-09,"Ahyacinthus26182-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"422","GO:0098792","xenophagy",15,7,0.34,1.5e-08,"Ahyacinthus08952-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
