"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"17","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap8.233","Molecular Functions","Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37A)","rpl35b rpl33a rpl3701 SPBC1921.01c SPBC29C10.01c"
"18","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap8.2577","Molecular Functions","Large ribosomal subunit protein uL2 (60S ribosomal protein L8)","RpL8 CG1263"
"19","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap8.2728","Molecular Functions","Small ribosomal subunit protein eS19 (40S ribosomal protein S19)","RPS19"
"20","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap8.489","Molecular Functions","Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]","RpL40 Ubi-f UBI-F52 CG2960"
"21","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap9.118","Molecular Functions","Large ribosomal subunit protein eL19 (60S ribosomal protein L19)","RpL19 M(2)60E CG2746"
"22","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap9.1183","Molecular Functions","Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)","RPLP0"
"23","GO:0003735","structural constituent of ribosome",162,23,1.29,2.6e-22,"evm.model.Ap9.69","Molecular Functions","Small ribosomal subunit protein eS8 (40S ribosomal protein S8)","RpS8"
"24","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap1.1581","Molecular Functions","Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)","ZFR"
"25","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap1.1900","Molecular Functions","Histone H3.3","HHT3"
"26","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap1.3900","Molecular Functions","ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)","pif1 AN6895"
"27","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap1.4105","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"28","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap10.1925","Molecular Functions","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272"
"29","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap12.285","Molecular Functions","Histone H3",""
"30","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap13.3179","Molecular Functions","AT-rich interactive domain-containing protein 4A (ARID domain-containing protein 4A) (Retinoblastoma-binding protein 1) (RBBP-1)","ARID4A RBBP1 RBP1"
"31","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap14.1355","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)","POLR1A"
"32","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap14.1389","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (A194) (RPA194)","Polr1a Rpa1 Rpo1-4"
"33","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap14.247","Molecular Functions","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4 (SMARCA4) (EC 3.6.4.-) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (Transcription activator BRG1)","SMARCA4 BAF190A BRG1 SNF2B SNF2L4"
"34","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap2.418","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"35","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap2.48","Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"36","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap3.2433","Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"37","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.1613","Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"38","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.2082","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"39","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.3520","Molecular Functions","Paired box protein Pax-9","PAX9"
"40","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.3779","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"41","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.472","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"42","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.5496","Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"43","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.5514","Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","Rbl1"
"44","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.5690","Molecular Functions","Heat shock factor protein 1 (HSF 1) (HSF 3A) (HSTF 3A) (Heat shock transcription factor 1) (HSTF 1)","HSF1"
"45","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap4.6846","Molecular Functions","ATP-dependent DNA helicase Pif1 (EC 5.6.2.3) (DNA 5'-3' helicase Pif1)","pif1 Bd3546"
"46","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap5.1459","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"47","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap5.1460","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"48","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap5.2772","Molecular Functions","Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)","AIFM1 AIF PDCD8"
"49","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap5.535","Molecular Functions","Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)","RPS3"
"50","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap5.611","Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"51","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap6.2494","Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"52","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap7.1260","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"53","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap8.177","Molecular Functions","DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit A)","Polr2A RPB1 RpII215 CG1554"
"54","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap8.2586","Molecular Functions","ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)","DDX3Y"
"55","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap8.2816_evm.model.Ap8.2817","Molecular Functions","DNA excision repair protein ERCC-5 homolog (EC 3.1.-.-) (DNA repair protein complementing XP-G cells homolog) (Xeroderma pigmentosum group G-complementing protein homolog)","ercc5 xpg xpgc"
"56","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap8.729","Molecular Functions","Transcriptional regulator Erg","ERG"
"57","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap9.1014","Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"58","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap9.1193_evm.model.Ap9.1194","Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"59","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap9.1428","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"60","GO:0003677","DNA binding",2314,37,18.48,1.1e-07,"evm.model.Ap9.2390","Molecular Functions","Histone H2A.V (H2A.F/Z)","H2A.F/Z"
"61","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap1.2103","Molecular Functions","Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)","HSPA5 GRP78"
"62","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap1.2686","Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"63","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap1.2788","Molecular Functions","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56"
"64","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap1.2878","Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"65","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap1.3900","Molecular Functions","ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)","pif1 AN6895"
"66","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap10.486","Molecular Functions","Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)","Hsp90b1 Grp94 Hspc4 Tra1"
"67","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap12.5","Molecular Functions","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)","Ddx5 Tnz2"
"68","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap13.166","Molecular Functions","Heat shock protein HSP 90-alpha 1","hsp90a.1 hsp90 hsp90a hsp90aa1 zgc:86652"
"69","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap14.247","Molecular Functions","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4 (SMARCA4) (EC 3.6.4.-) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (Transcription activator BRG1)","SMARCA4 BAF190A BRG1 SNF2B SNF2L4"
"70","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap14.9","Molecular Functions","Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP)","vcp"
"71","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.2082","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"72","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.2435","Molecular Functions","Protein CfxQ homolog","cfxQ"
"73","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.3779","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"74","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.5496","Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"75","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.6846","Molecular Functions","ATP-dependent DNA helicase Pif1 (EC 5.6.2.3) (DNA 5'-3' helicase Pif1)","pif1 Bd3546"
"76","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap4.7247","Molecular Functions","Mitochondrial inner membrane m-AAA protease component AFG3L2 (EC 3.4.24.-) (EC 3.6.-.-) (AFG3-like protein 2) (Paraplegin-like protein)","AFG3L2"
"77","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap5.1459","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"78","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap5.1460","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"79","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap5.2907","Molecular Functions","97 kDa heat shock protein (Heat shock protein 110)","HSP110"
"80","GO:0016887","ATP hydrolysis activity",713,20,5.7,1.2e-06,"evm.model.Ap8.2586","Molecular Functions","ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)","DDX3Y"
"81","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap1.224","Molecular Functions","Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]","TUBA1D"
"82","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap11.1891","Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"83","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap3.1935","Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"84","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap3.2431","Molecular Functions","Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]","TUBA1D"
"85","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap3.2432","Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"86","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap4.6622","Molecular Functions","Tubulin beta chain (Beta-tubulin)",""
"87","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap7.2235","Molecular Functions","Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]","Tuba1a Tuba1"
"88","GO:0005200","structural constituent of cytoskeleton",114,8,0.91,3.8e-06,"evm.model.Ap8.1243","Molecular Functions","Tubulin beta chain (Beta-tubulin)",""
"89","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap1.1581","Molecular Functions","Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)","ZFR"
"90","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap1.2788","Molecular Functions","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56"
"91","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap1.3652","Molecular Functions","Large ribosomal subunit protein uL18A (60S ribosomal protein L5-A)","rpl5-a"
"92","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap1.4105","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"93","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap1.942","Molecular Functions","KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein Khdc4)","Khdc4 Blom7 Kiaa0907"
"94","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap10.1559","Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"95","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap10.1925","Molecular Functions","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272"
"96","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap10.486","Molecular Functions","Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)","Hsp90b1 Grp94 Hspc4 Tra1"
"97","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.1045","Molecular Functions","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)","Eif3b Eif3s9"
"98","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.1046","Molecular Functions","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta)","EIF3B EIF3S9"
"99","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.1420","Molecular Functions","Small ribosomal subunit protein uS5 (40S ribosomal protein S2)","rps2"
"100","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.1542","Molecular Functions","Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B)","RPL3 OK/SW-cl.32"
"101","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.1583","Molecular Functions","Large ribosomal subunit protein eL18 (60S ribosomal protein L18)","RpL18"
"102","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.5","Molecular Functions","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)","Ddx5 Tnz2"
"103","GO:0003723","RNA binding",1696,41,13.55,1.2e-05,"evm.model.Ap12.538","Molecular Functions","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","Myh10"
