"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"196","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap14.562","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"197","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap14.951","Molecular Functions","HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]","HEATR1 BAP28 UTP10"
"198","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap2.3535","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"199","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap2.418","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"200","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap2.48","Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"201","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap3.1663","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"202","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap3.2433","Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"203","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.1613","Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"204","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.2082","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"205","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.2540","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"206","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.3520","Molecular Functions","Paired box protein Pax-9","PAX9"
"207","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.3779","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"208","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.472","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"209","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.4785","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","POL ORF3"
"210","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.4823","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"211","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.540","Molecular Functions","DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1) (Proline-rich Vg1 mRNA-binding protein)","dazap1 prrp"
"212","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.5496","Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"213","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.5514","Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","Rbl1"
"214","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.5690","Molecular Functions","Heat shock factor protein 1 (HSF 1) (HSF 3A) (HSTF 3A) (Heat shock transcription factor 1) (HSTF 1)","HSF1"
"215","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.6836","Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"216","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap4.6846","Molecular Functions","ATP-dependent DNA helicase Pif1 (EC 5.6.2.3) (DNA 5'-3' helicase Pif1)","pif1 Bd3546"
"217","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.1459","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"218","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.1460","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"219","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.2772","Molecular Functions","Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)","AIFM1 AIF PDCD8"
"220","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.2820","Molecular Functions","THO complex subunit 2 (Tho2)","THOC2"
"221","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.2936","Molecular Functions","Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)","HARS1 HARS"
"222","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.535","Molecular Functions","Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)","RPS3"
"223","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap5.611","Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"224","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap6.2494","Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"225","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap7.1260","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"226","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap7.2499","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"227","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap7.2606","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"228","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap7.537","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"229","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.177","Molecular Functions","DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit A)","Polr2A RPB1 RpII215 CG1554"
"230","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.233","Molecular Functions","Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37A)","rpl35b rpl33a rpl3701 SPBC1921.01c SPBC29C10.01c"
"231","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.2577","Molecular Functions","Large ribosomal subunit protein uL2 (60S ribosomal protein L8)","RpL8 CG1263"
"232","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.2586","Molecular Functions","ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)","DDX3Y"
"233","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.2728","Molecular Functions","Small ribosomal subunit protein eS19 (40S ribosomal protein S19)","RPS19"
"234","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.2816_evm.model.Ap8.2817","Molecular Functions","DNA excision repair protein ERCC-5 homolog (EC 3.1.-.-) (DNA repair protein complementing XP-G cells homolog) (Xeroderma pigmentosum group G-complementing protein homolog)","ercc5 xpg xpgc"
"235","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.316","Molecular Functions","rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)","Fib CG9888"
"236","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap8.729","Molecular Functions","Transcriptional regulator Erg","ERG"
"237","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.1014","Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"238","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.118","Molecular Functions","Large ribosomal subunit protein eL19 (60S ribosomal protein L19)","RpL19 M(2)60E CG2746"
"239","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.1183","Molecular Functions","Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)","RPLP0"
"240","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.1193_evm.model.Ap9.1194","Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"241","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.1428","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"242","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.1807","Molecular Functions","Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)","ZC3H12C KIAA1726 MCPIP3"
"243","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.2097","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"244","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.2175","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"245","GO:0003676","nucleic acid binding",4340,80,34.67,1e-04,"evm.model.Ap9.2390","Molecular Functions","Histone H2A.V (H2A.F/Z)","H2A.F/Z"
"246","GO:1990841","promoter-specific chromatin binding",42,4,0.34,0.00035,"evm.model.Ap12.5","Molecular Functions","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)","Ddx5 Tnz2"
"247","GO:1990841","promoter-specific chromatin binding",42,4,0.34,0.00035,"evm.model.Ap4.5496","Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"248","GO:1990841","promoter-specific chromatin binding",42,4,0.34,0.00035,"evm.model.Ap4.5514","Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","Rbl1"
"249","GO:1990841","promoter-specific chromatin binding",42,4,0.34,0.00035,"evm.model.Ap9.1014","Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"250","GO:0071667","DNA/RNA hybrid binding",6,2,0.05,0.00093,"evm.model.Ap14.1355","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)","POLR1A"
"251","GO:0071667","DNA/RNA hybrid binding",6,2,0.05,0.00093,"evm.model.Ap14.1389","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (A194) (RPA194)","Polr1a Rpa1 Rpo1-4"
"252","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap1.4105","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"253","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap10.1559","Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"254","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap12.1402","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"255","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap2.418","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"256","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap2.48","Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"257","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap4.1613","Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"258","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap4.472","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"259","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap4.4785","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","POL ORF3"
"260","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap4.4823","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"261","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap7.1260","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"262","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap7.537","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"263","GO:0004190","aspartic-type endopeptidase activity",532,12,4.25,0.00122,"evm.model.Ap9.1428","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"264","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap1.4105","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"265","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap10.1559","Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"266","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap2.418","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"267","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap2.48","Molecular Functions","Gag-Pol polyprotein (Pr170Gag-Pol) [Cleaved into: Matrix protein p16 (MA); Capsid protein p26 (CA); Transframe peptide (p11); Protease (EC 3.4.23.-) (P119) (Retropepsin); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (P72); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"268","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap4.1613","Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"269","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap4.472","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"270","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap7.1260","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"271","GO:0003887","DNA-directed DNA polymerase activity",269,8,2.15,0.00149,"evm.model.Ap9.1428","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"272","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap1.2788","Molecular Functions","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56"
"273","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap12.5","Molecular Functions","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)","Ddx5 Tnz2"
"274","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap12.538","Molecular Functions","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","Myh10"
"275","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap13.2149","Molecular Functions","S1 RNA-binding domain-containing protein 1","SRBD1"
"276","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap13.393","Molecular Functions","Protein Smaug homolog 1 (Smaug 1) (Sterile alpha motif domain-containing protein 4A)","samd4a smaug1"
"277","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap14.1361","Molecular Functions","28 kDa ribonucleoprotein, chloroplastic (28RNP)",""
"278","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap4.540","Molecular Functions","DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1) (Proline-rich Vg1 mRNA-binding protein)","dazap1 prrp"
"279","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap5.2820","Molecular Functions","THO complex subunit 2 (Tho2)","THOC2"
"280","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap9.1807","Molecular Functions","Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)","ZC3H12C KIAA1726 MCPIP3"
"281","GO:0003729","mRNA binding",288,10,2.3,0.00154,"evm.model.Ap9.2175","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"282","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",30,3,0.24,0.00174,"evm.model.Ap14.1355","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)","POLR1A"
"283","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",30,3,0.24,0.00174,"evm.model.Ap14.1389","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (A194) (RPA194)","Polr1a Rpa1 Rpo1-4"
"284","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",30,3,0.24,0.00174,"evm.model.Ap8.177","Molecular Functions","DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit A)","Polr2A RPB1 RpII215 CG1554"
"285","GO:0009378","four-way junction helicase activity",76,4,0.61,0.00323,"evm.model.Ap4.2082","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"286","GO:0009378","four-way junction helicase activity",76,4,0.61,0.00323,"evm.model.Ap4.3779","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"287","GO:0009378","four-way junction helicase activity",76,4,0.61,0.00323,"evm.model.Ap5.1459","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"288","GO:0009378","four-way junction helicase activity",76,4,0.61,0.00323,"evm.model.Ap5.1460","Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"289","GO:0005525","GTP binding",526,11,4.2,0.00347,"evm.model.Ap1.1828","Molecular Functions","Eukaryotic translation elongation factor 2 (EC 3.6.5.-) (Elongation factor 2) (EF-2)","eEF2 EF2 Ef2b CG2238"
