"","species","GO.ID","Term","Fisher","Significant","ontology","Protein","Protein_abbrv"
"1","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR)","Casr Gprc2a Pcar1"
"2","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)","Megf8 Egfl4"
"3","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"4","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"5","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"6","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)","ACAN AGC1"
"7","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Mucin-like protein",""
"8","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"9","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"10","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)","FAT4 CDHF14 FATJ Nbla00548"
"11","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)","Oit3 Lzp"
"12","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"13","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","LRP4 KIAA0816 LRP10 MEGF7"
"14","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2)","Loxl2"
"15","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Oncoprotein-induced transcript 3 protein","OIT3"
"16","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Tolloid-like protein 1 (EC 3.4.24.-) (Metalloprotease xolloid-like) (Xenopus tolloid-like protein 1) (Xlr)","tll1 xlr"
"17","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M)","VCAN CSPG2"
"18","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"19","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"20","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"21","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)","Fat4 Fatj"
"22","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)","FAT4 CDHF14 FATJ Nbla00548"
"23","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protein eyes shut homolog","eys"
"24","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protocadherin Fat 3 (FAT tumor suppressor homolog 3)","Fat3"
"25","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]","N CG3936"
"26","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"27","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Mucin-like protein",""
"28","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","TBC1 domain family member 9 (TBC1 domain family member 9A)","TBC1D9 KIAA0882 TBC1D9A"
"29","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)","FAT4 CDHF14 FATJ Nbla00548"
"30","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"31","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Fucolectin-1",""
"32","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Fucolectin-1",""
"33","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3)","PNLIPRP2"
"34","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Fucolectin-1",""
"35","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Neurocan core protein (Chondroitin sulfate proteoglycan 3)","NCAN CSPG3"
"36","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Fucolectin-4",""
"37","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-2 (Curly up) (Cup) (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2)","pkd2"
"38","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"39","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin family receptor for egg jelly (PKD and REJ homolog) (Polycystic kidney disease and receptor for egg jelly-related protein)","Pkdrej"
"40","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","notch1"
"41","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"42","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"43","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"44","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)","EDIL3 DEL1"
"45","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Mucin-like protein",""
"46","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Mucin-like protein",""
"47","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)","Pkd1l2"
"48","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"49","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","TTN"
"50","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)","Lrp4 Megf7"
"51","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"52","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"53","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"54","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"55","Ahya","GO:0005509","calcium ion binding",4.7e-11,55,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"56","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"57","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"58","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"59","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"60","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"61","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"62","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"63","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"64","Ahya","GO:0098640","integrin binding involved in cell-matrix adhesion",1e-08,9,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"65","Ahya","GO:0035198","miRNA binding",0.00075,5,"Molecular Functions","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"66","Ahya","GO:0035198","miRNA binding",0.00075,5,"Molecular Functions","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"67","Ahya","GO:0035198","miRNA binding",0.00075,5,"Molecular Functions","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"68","Ahya","GO:0035198","miRNA binding",0.00075,5,"Molecular Functions","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"69","Ahya","GO:0035198","miRNA binding",0.00075,5,"Molecular Functions","Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)","TUT4 KIAA0191 ZCCHC11"
"70","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR)","Casr Gprc2a Pcar1"
"71","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"72","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"73","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Hemicentin-1 (Fibulin-6) (FIBL-6)","Hmcn1"
"74","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"75","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Fibronectin (FN) [Cleaved into: Anastellin]","Fn1"
"76","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Tight junction protein 2 (Tight junction protein ZO-2) (Zona occludens protein 2) (Zonula occludens protein 2)","Tjp2 Zo2"
"77","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"78","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1)","ADGRL1 LPHN1"
"79","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Lactadherin (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (O-acetyl GD3 ganglioside synthase) (AGS) (SED1)","Mfge8 Ags"
"80","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)","PTPRM PTPRL1"
"81","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","Ptprd"
"82","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"83","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"84","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"85","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)","EDIL3 DEL1"
"86","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Neuroblast differentiation-associated protein AHNAK (Desmoyokin)","AHNAK PM227"
"87","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"88","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"89","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"90","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"91","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)","SVEP1 C9orf13 CCP22 SELOB"
"92","Ahya","GO:0050839","cell adhesion molecule binding",0.00178,23,"Molecular Functions","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"93","Ahya","GO:0001641","group II metabotropic glutamate receptor activity",0.01022,2,"Molecular Functions","Metabotropic glutamate receptor 3 (mGluR3)","Grm3 Gprc1c Mglur3"
"94","Ahya","GO:0001641","group II metabotropic glutamate receptor activity",0.01022,2,"Molecular Functions","Metabotropic glutamate receptor 3 (mGluR3)","Grm3 Gprc1c Mglur3"
"95","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","ABCC1 MRP1 RCJMB04_32d20"
"96","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Twitchin (EC 2.7.11.1) (Uncoordinated protein 22)","unc-22 ZK617.1"
"97","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"98","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","ABC transporter B family member 1 (ABC transporter ABCB.1)","abcB1 mrpA DDB_G0293416"
"99","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Serine/threonine-protein kinase par-1 (EC 2.7.11.1)","par-1 CBG04756"
"100","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","cGLR2 MB21D2 AWC38_SpisGene17868"
"101","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Ephrin type-B receptor 5 (EC 2.7.10.1) (EPH-like kinase 9) (EK9) (cEK9)","EPHB5 CEK9"
"102","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Fibroblast growth factor receptor 1 (DjFgfr1) (FGFR-1) (EC 2.7.10.1) (DjPTK3)","FGFR1"
"103","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)","EPHA7 EHK3 HEK11"
"104","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Ephrin type-B receptor 5 (EC 2.7.10.1) (EPH-like kinase 9) (EK9) (cEK9)","EPHB5 CEK9"
"105","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Ephrin type-B receptor 1 (EC 2.7.10.1)","Ephb1"
"106","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Ephrin type-B receptor 3 (EC 2.7.10.1) (Developmental kinase 5) (mDK-5) (Tyrosine-protein kinase receptor SEK-4)","Ephb3 Etk2 Mdk5 Sek4"
"107","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)","DNAH8"
"108","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Tyrosine-protein kinase receptor torso (EC 2.7.10.1)","tor CG1389"
"109","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)","Pim1 Pim-1"
"110","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)","ASNS AS"
"111","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)","Pxk"
"112","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
"113","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"114","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Protein NLRC3","Nlrc3"
"115","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"116","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"117","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR"
"118","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)","Ddr1 Cak Eddr1 Mpk6"
"119","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"120","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"121","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Kinesin-like protein unc-104","unc-104 GA21168"
"122","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","cGLR2 MB21D2 AWC38_SpisGene17868"
"123","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"124","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"125","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)","pats1 DDB_G0269250"
"126","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase 2) (alk-2) (Anaplastic lymphoma kinase homolog)","alk"
"127","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 (SAMRCA2) (EC 3.6.4.-) (BRG1-associated factor 190B) (BAF190B) (Probable global transcription activator SNF2L2) (Protein brahma homolog) (SNF2-alpha)","Smarca2 Baf190b Brm Snf2a Snf2l2"
"128","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)","pats1 DDB_G0269250"
"129","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","cGLR2 MB21D2 AWC38_SpisGene17868"
"130","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Fibroblast growth factor receptor (SpFGFR) (EC 2.7.10.1)","FGFR"
"131","Ahya","GO:0005524","ATP binding",0.02034,51,"Molecular Functions","Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TIE-2) (CD antigen CD202b)","TEK TIE-2 TIE2"
